Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
Define “man to man”,"2022-04-04
04:40:50",0.0,neutral,0.0,No,neutral
The right won't admit that gender dysphoria is a thing.,"2022-04-04
04:23:09",-0.1511,negative,0.5357142857142857,No,neutral
Her 'base' ?!? She's not up for election,"2022-04-04
04:16:58",-1.0,negative,1.0,No,neutral
"Michael's point is that this is going to become relevant when you have biological men who want title 9 protections and any other protections typically reserved for biological females. This is the absurdity that this country is heading for. 20 years ago the question of 'what is a woman' had one correct answer and that is a biological female. Michael is trying to point out that her adherence to left wing ideology prevents her from answering basic questions about reality, and that my friends is what is so dangerous.","2022-04-04
04:16:47",-0.075,negative,0.42380952380952375,Yes,disapproval
I thought it went well.  It just so happens that Michael was the winner.  Maybe that's why David thinks 'it doesn't go well.',"2022-04-04
03:43:10",0.6232,positive,0.0,No,curiosity
Grift.,"2022-04-04
02:53:27",0.0,neutral,0.0,No,neutral
"A woman is a biologically born, matured female.","2022-04-04
02:51:37",0.0,neutral,0.16666666666666666,No,disapproval
One side believes in killing children in the womb and up to 9 months ''The other thinks that should be illegal. ''One side wants open borders ''The other doe’s not. ''One side wants to normalize pedophilia ''The other side wants the appropriate sentencing for pedophiles. ''Hmmmm which side sounds best?,"2022-04-04
02:47:39",-0.6597,negative,0.3225,No,admiration
Love it when right wingers debate progressives…let the ass whooping begin.  Progressives win every time!  It’s like taking candy from a baby!🤔,"2022-04-04
02:40:48",0.8217,positive,0.5119047619047619,Yes,love
Micheal Won period.,"2022-04-04
02:04:47",0.5719,positive,0.0,No,neutral
Conservatives are the biggest snowflakes,"2022-04-04
00:57:39",0.0,neutral,0.0,No,curiosity
"As an English graduate, Knowles’ equivocation on “words can be descriptive or prescriptive” is horribly confused.''All words are defined by humans and we add meaning to them based on a multitude of factors: utility, usage, etcetera. Words in and of themselves do not have inherent meaning outside of how humans determine to use them. ''Now, for the hopes of being concrete in usage and communication, we will argue that some words ought to have a prescriptive meaning in order to maintain a coherent language in cases of the legal system—i.e. look into Bryan A. Garner’s lexicography scholarship—but that doesn’t apply to all areas of language. ''When Michael says “they put them there because the words mean something” implies there’s an inherent meaning to words outside of our usage of them—which is undoubtedly not the case. ''So, Michael Knowles’ equivocation here was merely intended to confuse and deflect this complicated issue.","2022-04-03
23:55:27",-0.5267,negative,0.41875,Yes,optimism
David you brilliant MFer YOU KILLED THIS BROTHER!!!,"2022-04-03
23:30:56",-0.5121,negative,0.5,No,admiration
"I side with the perspective that the question asked to ms Brown was in bad faith and I do not think this is a winning position for the republicans. That said, I am encouraged to see this generally respectful discussion between two people with real disagreements, and I hope to see more of this","2022-04-03
23:18:32",0.8074,positive,0.5833333333333333,Yes,desire
Hey big respect to you David for attempting to have a conversation.,"2022-04-03
23:05:18",0.4767,positive,0.1,No,approval
More like the Daily Liar,"2022-04-03
22:26:56",-0.1298,negative,0.25,No,love
"I actually like both of them, even though I tend to agree with Knowles far more than Pakman on most issues. Would be great if they could have more conversations.","2022-04-03
22:17:13",0.8442,positive,0.5583333333333333,Yes,admiration
I genuine believe this will be a losing issue for Democrats. We are putting the cart before the horse.,"2022-04-03
22:16:27",-0.3818,negative,0.5,No,neutral
"My issue is that Marsha Blackburn asked such an open ended question to begin with. To ask for a definition of a woman with no qualifiers on whether you are referencing legal definitions, biological definitions, or cultural definitions at a confirmation for a JUDICIAL nominee means the default for the nominee should in fact be a legal definition which Blackburn would have attacked from the other two standpoints. It was solely meant as a dog whistle gotcha moment to make her say she believed trans women were women and then beat her over the head with it, which is to make a cultural argument that she couldn't address legal issues which would have been a non sequitur. I think the Judicial candidate showed excellent judgement in avoiding that question and, after all, her shrewd judgment is what they were there to assess.","2022-04-03
22:00:50",-0.5817,negative,0.3527777777777778,Yes,neutral
I think that titles a little disingenuous. If anyone wasn’t coming off well it was David. Way to aggressive of an approach. He obviously came in with a lot of bad faith assumptions about how the discussion was going to go.,"2022-04-03
21:42:48",-0.3182,negative,0.5555555555555555,Yes,disappointment
"I mean. He was trying a lot of the useless conservative tricks. David did handle it all really well, put up guard rails, called out trickery. And to the hosts credit. He was at least more polite, friendly, and gracious than many conservative talking heads.","2022-04-03
21:40:48",0.7698,positive,0.42678571428571427,Yes,admiration
'I don't spend time defining words' ... Hard to have a debate/conversation then my friend.,"2022-04-03
21:11:39",0.4215,positive,0.5416666666666666,Yes,sadness
"It doesn’t go well for the progressive, that’s for sure. Of the two men here, it’s like the interviewer is the only one who’s paying attention to the conversation.","2022-04-03
20:51:25",0.5859,positive,0.9444444444444444,Yes,annoyance
I'd like to know this guy's definition of 'good faith conversation',"2022-04-03
20:50:49",0.802,positive,0.6000000000000001,Yes,neutral
Lol pakman Is not progressive he is more like a Hillary type neo liberal but ok,"2022-04-03
20:39:20",0.6805,positive,0.5666666666666667,Yes,amusement
"The great cloud of unknowing the Left tries to make of truth is the deliberate creation of ignorance to prevent people from thinking and making independent decisions. Obscurity becomes their standard of measurement, so no one knows what the measure of any controversial thing is. That is their key to power for they know their arguments have no merit, so truth must be obscured.''Yes, there should be room to make distinctions but none to obscure the facts.''Solve that problem and they are rendered powerless. Which Michael Knowles just aptly did to David Pakman.","2022-04-03
20:39:12",-0.8339,negative,0.5694444444444444,Yes,neutral
"Disagree with the title, this sounded like a civil conversation tbh.","2022-04-03
20:37:05",-0.0258,neutral,0.0,Yes,love
"Definitions are not important? Defining things is one of the most important things you can do in order to have a productive conversation. Imagine a married couple having a discussion where the husband thinks of the word 'love' one way, the wife thinks of 'love' a different way, and they avoid explaining their understanding of 'love' to one another. That marriage won't last!  Saying it's 'narrow' just seemed like avoidance.","2022-04-03
20:24:03",0.9184,positive,0.5616666666666666,Yes,love
"You've got this backwards. The reason she was right not to answer is that the question likely 'will' come before her. ''Also, lexicals are used all of the time. And your emphasis that SCOTUS mostly addressed 'narrow issues' is, again, backwards. Every supreme court justice who has talked about this has said that they attempt provide opinions that offer guidance for the lower courts, not simply answer the narrower question. Answering the narrower question is for the lower courts.","2022-04-03
20:17:20",0.5574,positive,0.5585714285714285,Yes,neutral
"Not sure why 'it doesn't go well.' Seemed like good faith, respectful debate on both sides.","2022-04-03
20:15:56",0.8138,positive,0.7296296296296297,Yes,admiration
Women and men are different and you can't magically change. Idk why this is controversial these days.,"2022-04-03
20:03:41",-0.129,negative,0.85,No,disapproval
"Lol 'i don't do dictionary, I do politics' this is the exact reason nothing get done in politics. They don't mean any of the words they say, they just say it to trigger a response.","2022-04-03
19:53:02",0.4215,positive,0.5458333333333333,Yes,amusement
How is this guy saying woman is not defined legally? The word woman is written in all sorts of law.,"2022-04-03
19:47:35",-0.0762,negative,0.2,No,neutral
That was great David. All he could do was try and smile when he felt uncomfortable. Lol!,"2022-04-03
19:46:16",0.7959,positive,0.6375,No,amusement
"Pathetically embarrassing. As much as i enjoy Pakman, he’s merely evasive for 10 minutes, and not on an especially fascile way. The definition of woman is irrelevant to her position, but Pakman, offered the opportunity to provide a working definition, using as an expansive linguistic palate as he could imagine, could do nothing. If you don’t have words, you can’t think. Obfuscation is sophistry.","2022-04-03
19:44:34",0.4767,positive,0.62,Yes,joy
Why do people let lefties get away with that word 'progressive'? How did conservatives let them have that verbal slight of hand?,"2022-04-03
19:43:29",0.5076,positive,0.16666666666666666,No,curiosity
"'I don't do dictionary, I do politics' when asked to give his definition of a woman then 1 second later 'lets talk man to man'  WHAT!!!!! This is the all over the place non sense the left spews and they don't even know it. They are constantly changing the rules, changing the definition, changing the words and yet they don't want to define anything????  This is why more rational logical people who tend to be more conservative have a hard time understanding them.","2022-04-03
19:36:10",-0.5789,negative,0.265625,No,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m36s"">6:36' David Pakman after complaining about bad faith arguments: Let me interrupt you mid-sentence, put words in your mouth, immediately demand I be allowed to finish MY sentence, then accuse you of back tracking!'… textbook straw maning and bad faith arguing.","2022-04-03
19:20:35",-0.9117,negative,0.4444444444444444,Yes,annoyance
Lol you're a joke Pac-Man,"2022-04-03
19:15:48",0.6124,positive,0.7,No,amusement
"It’s not irrelevant to define important words. If you support this guy, keep that embarrassing fact to yourself and shut up when it comes to adult conversations.","2022-04-03
19:13:06",0.2263,positive,0.7666666666666666,Yes,embarrassment
"Clearly you do politics. This is just stupid that a woman will not be defined only as a biological female, but instead these idiots play stupid all because the view of their party holds true.  No different than a cult. Pathetic.'And let me say, the right side does it too but this is just another extreme. 'http://www.youtube.com/results?search_query=%23stopthegroupthink"">#stopthegroupthink'","2022-04-03
19:04:30",0.5859,positive,0.7396103896103896,Yes,anger
Um David they said it was racist to request her test scores but we can go back to High School for Brett Kavanaugh,"2022-04-03
19:01:15",-0.3612,negative,0.26999999999999996,Yes,anger
"Where in any law or the Constitution is there a reference to 'woman' rather than 'sex' or the gender neutral 'person'? This Michael Knowles could never have answered that question.''Blackburn asked 'Can you provide me a definition for the word woman?'''Michael Knowles said 'Marsha Blackburn didn't ask for the biological definition or the dictionary definition. That was what Ketanji Jackson added she said I'm not a biologist. But all that Marsha Blackburn asked was just tell me what woman is from a legal perspective, a constitutional perspective, I mean whatever, whatever'. Knowles either ignored what Blackburn asked and put whole lot of words that were never uttered, or Pakman was correct that Knowles was not acting in good faith.","2022-04-03
18:29:51",-0.2427,negative,0.37750000000000006,Yes,disapproval
Pakman confuses smugness for cleverness.,"2022-04-03
18:27:13",-0.1027,negative,0.0,No,neutral
David is a fake intellectual and a Main street media shill.......LAME!,"2022-04-03
18:23:18",0.126,positive,0.5777777777777777,No,anger
Liberals hate defining words because their strategy in a debate is to convolute issues to the point where experience and rationale are thrown out in favour of individual feelings. This strategy places enormous political capital in 'personal truths' rather than objective reality which is obviously a horrible strategy when creating public policy.,"2022-04-03
18:12:31",-0.0772,negative,0.4708333333333334,Yes,neutral
She is the poster child of a diversity hire. She went directly from Harvard into government employment. She would never make it in the  private sector period. Welcome to Clown World. You lefties are out to lunch.,"2022-04-03
18:09:57",0.4588,positive,0.5583333333333333,Yes,neutral
HAHAHAHA Good Job Mr Pakman!,"2022-04-03
18:08:47",0.4926,positive,0.55,No,admiration
"Dave...you sound like and possess the arrogant bearing of my nephew, whom I love, who went to college in Cali, and came back home a Marxist Atheist, armed with all the answers for everything. In case this sentence is confusing...it's not a compliment, but I do have a level of respect for you that you were willing to appear on Michael's show.","2022-04-03
18:06:11",0.7013,positive,0.4375,No,admiration
Within first 2 minutes left calls right dishonest and ignorant.,"2022-04-03
18:04:50",-0.7003,negative,0.34226190476190477,No,neutral
"Play it back, Michael did not back track","2022-04-03
18:03:20",0.34,positive,0.0,No,neutral
You totally wanted to avoid the topic of defining what a woman is. As soon as he brought up the legal definition of a woman you wanted to leave that discussion immediately. You so badly wanted him to trip over his words when discussing this and it shows your dishonesty very clearly. Then you straight up dodged the question yourself by trying to define what a dictionary actually is? That was the most cowardly thing I’ve ever seen you do.,"2022-04-03
18:02:00",-0.6316,negative,0.445,Yes,confusion
"Wow what an embarrassing video for Pakman. I honestly thought he was better than this but he came off totally amateurish. He prepared himself for a childish spat, found himself in an adult conversation and failed to put on his big boy pants and properly engage like a civilized human. Sad. I used to be a fan but this was telling..","2022-04-03
18:00:30",0.2012,positive,0.5666666666666665,Yes,sadness
Why is it so hard to define what a woman is?,"2022-04-03
17:58:30",-0.2183,negative,0.5416666666666666,No,amusement
She cant define the characteristic that represents exactly 50% of the reason she was chosen to be on the Supreme Court in the first place.  Anyone want to guess what the other 50% is?,"2022-04-03
17:51:17",0.5994,positive,0.35624999999999996,No,annoyance
How the hell are we supposed to have a legal/political/philosophical/whatever discussion about woman's issues if we can't even define what a woman is? This guy is either extremely dishonest or ignorant.,"2022-04-03
17:44:46",-0.7474,negative,0.5,No,neutral
Okay clearly some very biased Pakfans here. Nobody crushed anybody in this thing that wasn't a debate. It was a reasonable conversation. Calm down and join us back in reality.,"2022-04-03
17:30:24",0.4417,positive,0.36527777777777776,Yes,neutral
Completely pointless conversation,"2022-04-03
17:29:33",-0.25,negative,0.5,No,annoyance
In the first 5 seconds you called him dishonest and ignorant. It's possible to debate without being an asshole. You came to humiliate not debate. Maybe you succeeded. Congrats I guess?,"2022-04-03
17:28:52",-0.4767,negative,0.611111111111111,No,gratitude
Grown man can't or won't say what a woman is like it some sort of complicated mystery.,"2022-04-03
17:22:30",0.3612,positive,1.0,Yes,caring
This guy is just as much of Weasley liar is Jesse Lee Peterson,"2022-04-03
17:20:26",-0.5106,negative,0.2,No,annoyance
Pacman just gives off the idiot vibe the second he gets in front of a camera.,"2022-04-03
17:12:07",-0.5106,negative,0.4,No,anger
Finally I've been asking for this for months.,"2022-04-03
16:59:14",0.0,neutral,1.0,No,neutral
"“I don’t spend time defining words...”'So do the words you use have any meaning? Or is the meaning of them just a mystery? Or we can interpret your words however we please, regardless of what you meant?","2022-04-03
16:58:54",0.4291,positive,0.0,Yes,neutral
I thought it went well,"2022-04-03
16:58:41",0.0,neutral,0.0,No,neutral
I am a bit disappointed that David didn't bring up Amy not being able to name the constitutional ammendments.,"2022-04-03
16:24:19",-0.4767,negative,0.6875,No,neutral
Knowles is such a slug 🙄,"2022-04-03
16:22:49",0.0,neutral,0.5,No,neutral
Ha doesn’t go well for who?,"2022-04-03
16:13:55",0.34,positive,0.0,No,neutral
"Packman used to be interesting.  Once Trump lost, he lost his balance, and now totally despises Trump, like it gives him more relevance?  He's now beyond pathetic.  He's turned into a woman, with no vagina.  You have the patience of a saint even continuing with the idiotic turn in 'her' conversation.  Packman is now bleeding from his FakeJJ...  Sad.","2022-04-03
16:03:54",-0.9329,negative,0.763888888888889,Yes,sadness
literally won't give a definition of a woman because that's somehow political and painting him into a corner. absurd,"2022-04-03
15:59:36",-0.25,negative,0.55,No,anger
How can we still protect women’s rights if there is no clear definition of what a woman is?,"2022-04-03
15:45:16",0.1068,positive,0.3833333333333333,No,approval
Who benefits from women's rights?,"2022-04-03
15:31:21",0.3818,positive,0.0,No,admiration
"Pakman is worse than a politician when it comes to his real views, standards, and ethics. He is a spineless jellyfish with no real conviction. He states 'in all seriousness' after ten minutes of talking, is this guy serious about anything or just a shill.","2022-04-03
15:27:51",-0.7003,negative,0.37333333333333335,Yes,sadness
"Pakman is so butthurt through the whole conversation. Pompous, butthurt child looking for controversy, constantly attacking w/passive aggressive language ' mannerisms. Complete beta male angry he spent his entire life picked on as puny little female dog.","2022-04-03
15:23:42",-0.7845,negative,0.4027777777777778,Yes,disappointment
"Hmm, based on David's comments I guess his words have no meaning. Sounds about right!","2022-04-03
14:46:07",-0.3595,negative,0.5357142857142857,No,neutral
"Here in Finland, men under the age of 60 are not allowed to leave due to a possible invasion. Quite a serious question.","2022-04-03
14:40:39",-0.1104,negative,0.6805555555555555,No,neutral
Love David but he was so thirsty for the AHA! Moment on here that it kind of ruined what could have been a great conversation,"2022-04-03
14:39:49",0.6063,positive,0.75,No,admiration
"Man, you just lied that Michael claimed, Blackburn asked for the legal definition, which he never did, but Michael let have  that just to allow the conversation to progress. .","2022-04-03
14:23:57",0.6705,positive,0.2,Yes,neutral
David thought he got him but he literally didn’t. He should go back in listen lol,"2022-04-03
13:57:21",0.5719,positive,0.35,No,amusement
Speaking of dictionaries I need one to catch up with these guys,"2022-04-03
13:14:45",0.0,neutral,0.0,No,neutral
"Bruh stop talking about opinions , the left cant bear to even consider  the rights opinion...","2022-04-03
11:24:52",-0.296,negative,0.0,No,neutral
This didn't go well for Pakman at all.,"2022-04-03
09:48:09",0.0,neutral,0.0,No,neutral
"At 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=10m27s"">10:27' what does David mean by 'man to man'? How could he make a statement like that but not give a definition of a women? What is a man?","2022-04-03
08:49:27",0.316,positive,0.6875,No,neutral
"What is a woman? I don't know, but my friend in accounting said he met a woman and he even spoke to her once. He's basically our hero.","2022-04-03
08:07:30",0.8807,positive,0.0,Yes,neutral
Mike likes Dave I think 😋 just because he’s polite and makes logical arguments,"2022-04-03
08:05:38",0.0258,neutral,0.25,Yes,disapproval
"So, according to Michael's logic, a person who goes through menopause cannot be a woman.","2022-04-03
07:39:43",0.0,neutral,0.0,No,curiosity
"Pakman, like Katanji, dodges a simple question to placate his supporters.","2022-04-03
06:30:49",0.6597,positive,0.35714285714285715,Yes,love
"As a woman, I can tell you that the definition of “woman” affects me in literally no way at all.","2022-04-03
06:11:42",-0.296,negative,0.0,No,neutral
"Here's an idea. Drop the word 'man' and 'woman' from conventional use, and replace these two words each with two more words: two words for male gender and male sex, and two words for female gender and female sex. Simple. Let's move along please. We don't need this semantics confusion.","2022-04-03
05:55:48",-0.25,negative,0.24965986394557826,Yes,neutral
"Michael didn't mispeak, and he wasn't walking back anything he said.. he was making a point that the senator was asking for any definition whatsoever, be it legal, philosophical or otherwise.. the problem is when this dude immediately interrupted him saying 'no no no she didn't ask for any of those definitions specifically' yeah we know dude, we know.  Granted Michael could have made his point clearer for the lesser mind opposing him but people need to learn how to listen first, understand second, and respond last","2022-04-03
05:26:23",0.0885,positive,0.1571428571428571,Yes,approval
I love how David just knew where Knowles was going. 'Phenomenal performance!,"2022-04-03
05:09:25",0.6696,positive,0.55,No,love
David Pakman is always on point!,"2022-04-03
04:36:07",0.0,neutral,0.0,Yes,neutral
The Left is so stupid that it thinks men are women. They've progressed themselves to utter insanity,"2022-04-03
04:32:28",-0.8541,negative,0.6666666666666666,Yes,anger
"If I ever get assaulted by anyone, especially a woman or go through a divorce, or gotta pee real bad and only the female restroom is open.. I’m identifying as woman/fluid right then and there.","2022-04-03
03:34:51",-0.7845,negative,0.7003968253968255,Yes,approval
"Asking anyone to define what a man or woman is distracts from Trans liberation, which is what right wing people want to do. Case in point: this video","2022-04-03
03:26:26",-0.25,negative,0.5357142857142857,No,annoyance
"Pakman is so pretentious and smug, it's exhausting. Literal bugman. Total lack of decorum, which is fine honestly because conservatives need to taste the hostility of the other side and dispense with the need to be friendly towards Godless progressives who will never hear our concerns or work with us on anything.","2022-04-03
02:35:04",0.1206,positive,0.6035714285714285,Yes,neutral
"Idiotic.'She is idiotic, and dishonest.'That's all there is to it.","2022-04-03
02:27:06",-0.5574,negative,0.7222222222222223,No,neutral
"Pakman is right I think that the Republican senators were asking questions like these in bad faith and to strategically put Jackson in a corner, although they were also probably coming from their own fears. It’s also not fair to criticize her as unqualified for her response to this question. The reality is, she does have to dance through political hoops, I’m sure.''On the other hand, Pakman’s condescending attitude made the communication falter, as he put words into Knowles’ mouth and wasn’t willing to actually hear what he was saying. The question about the legal context for “woman” is also a worthwhile and important discussion, but Pakman dismissed it too easily. ''This could have been an interesting and productive conversation, but humility is important on both sides.","2022-04-03
01:10:56",0.8981,positive,0.6233068783068784,Yes,fear
"If you Find you someone who cares about you the way the right cares about definitions and what other folks do with their genitals, marry them!","2022-04-03
00:55:21",0.7424,positive,0.45535714285714285,No,neutral
This dude is a clown...Captain Clickbait himself.  Why did you waste your time with this guy David?,"2022-04-03
00:46:44",-0.4215,negative,0.0,No,curiosity
There is no 'legal definition ' of a woman. She cant cite a definition that doesn't exist within the law. Saying legal protections exist doesnt mean a biological definition exists within those protections.,"2022-04-02
23:39:24",0.0335,neutral,0.3625,No,disapproval
David looks embarrassing in this. Lmfao The fear of even defining or speaking on biological terms is riddled in partisanship. So weird.,"2022-04-02
23:10:54",-0.5486,negative,1.0,No,neutral
This has to be satire.,"2022-04-02
22:56:14",0.0,neutral,0.0,Yes,neutral
David Pakman starts the conversation by calling Michael dishonest or ignorant. Kudos to Michael who continues being polite. It's not easy to have a reasonable conversation with people who just resort to name calling and ad hominems.,"2022-04-02
22:55:04",-0.6002,negative,0.6444444444444445,No,neutral
"Yes, he rather misheard the point Michael was making there 😆","2022-04-02
22:49:22",0.6369,positive,0.0,Yes,neutral
"The question was meant to stump. Why because what makes a woman other than being female (sex) are political, social/cultural norms and religious.... see. In  some parts of the world you can be a male but perform all the roles of a woman and be considered a woman because of the role, they will come out and tell you that is women's work. Its a complex question because as society change so does the word and the person that asked her knows that. SO stick with the basic female and you will always be right.","2022-04-02
22:46:39",-0.015476190476190477,neutral,0.24656084656084656,Yes,approval
"So the host is desperately trying to conflate female and woman.  Biological sex isn't a social gender.  No matter how bad conservatives seem to want this to be the case.''I don't know why it seems so god damn hard for conservatives generally to get on board with the idea that even if you don't understand it or like it or agree with it, that people deserve protection of their rights under the law.","2022-04-02
22:46:23",-0.4166,negative,0.49027777777777776,Yes,love
"Complaining about bad faith while at the same time comparing this interview with that crazy fucker Lee Peterson is very bad faith. Also no the questions from the senators don't need to be strictly about legal issues nor should they be. These people are some of the most important decision makers in the country. The question around what is a 'woman' is ment to expose if she cared more about activism then being an objective legal professional. Is that line of questioning trying to back her into a corner? Of course it is but It's also perfectly reasonable to not want overly emotional activist judges running the show.''Also the lefts response to the hearing was full of bad faith reactions, plenty of high-profile people called the senators racist and that's about as bad faith as you get. The hearing isn't ment to be easy, she was supposed to get grilled, part of the process is just to try and get her to react. Bad faith is not excepting that treatment for this person but being perfectly happy with all the crap Amy Barrett got in regards to her confirmation.","2022-04-02
22:22:58",0.5914,positive,0.551984126984127,Yes,annoyance
I’m with David on this one. The question is irrelevant and it mind boggles me that right wingers still get sucked into this outrage culture machine. It’s by design at the end of the day.,"2022-04-02
21:58:05",-0.743,negative,0.7678571428571428,No,neutral
"lol I don't even know this dude  but the other guy didn't back track a bit.   And this David pakman person is a really condescending,  full-of-himself jerk.","2022-04-02
21:54:03",-0.3809,negative,0.31875,Yes,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m55s"">6:55' David Parkman was right he did say this. Very fun to rewatch","2022-04-02
21:41:38",0.5563,positive,0.39785714285714285,Yes,joy
Can’t define woman but then goes on to talk “man to man” lol dude do you live in Mars or something? lol jeez,"2022-04-02
21:34:30",0.8126,positive,0.6333333333333333,No,amusement
0.27 hahahahahahaha.....I'm gonna make a GIF,"2022-04-02
21:25:45",0.0,neutral,0.0,Yes,neutral
"Michael was trying to have a debate, David was trying to have a dialogue. If you are trying to understand the other side, a dialogue is what's needed. A debate by definition entails proving your arguments right, and the other side's arguments wrong. If that's the mindset you are approaching it from, then you are not going to understand the other side because that's not your goal. David was right: Michael wasn't actually making a good faith effort to understand his point of view. He just wanted to win a debate.","2022-04-02
21:23:37",0.25,positive,0.4196428571428571,Yes,disappointment
Problem is how Jackson supports child molesters more then anything. Also by her not saying what a women is shows she is a shill for liberal extremism,"2022-04-02
21:15:51",-0.5267,negative,0.5,Yes,neutral
Leftists think this was a win??? Only in their delusional minds 😂😂😂😂😂😂 no wonder theyre tanking in the polls!,"2022-04-02
21:12:43",0.963,positive,0.7,No,curiosity
Lol imagine going to a job interview and you get asked: “What is a woman?”,"2022-04-02
21:02:53",0.4215,positive,0.7,Yes,amusement
It sounds to me like it didn’t go very well for you,"2022-04-02
20:57:52",0.3612,positive,0.3,No,neutral
Ended the discussion with talking 'man to man.' What did you mean by man?,"2022-04-02
20:49:03",-0.3125,negative,0.6875,No,neutral
"It didn’t go so well for you, bud.","2022-04-02
20:44:02",0.0,neutral,0.0,No,neutral
"Interrupts knowles before he gets his point across, accuses him of something he didn’t say, acts like he’s the one getting interrupted, thinks we won’t notice, refuses to elaborate further.","2022-04-02
20:37:37",-0.5267,negative,0.75,Yes,neutral
"“Now you’re backtracking” no, you’re lying. He didn’t backtrack a bit, you just wanted to get him there and failed to anyone who is watching this honestly","2022-04-02
20:36:00",-0.4939,negative,0.6,Yes,neutral
David got owned,"2022-04-02
20:35:57",0.0,neutral,0.0,No,neutral
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m37s"">6:37' “All Marsha Blackburn asked was just tell me what a women is, from a legal perspective, a constitutional perspective, a philosophical perspective, whatever you want to do”'As you cut him off from saying the last part and then strawman his argument by saying knowles said something he didn’t. He was clearly stating that the parameters of the word definition are open and you claimed that he said the opposite. And you wonder why you get in “bad faith” arguments, it’s you bud.","2022-04-02
20:34:42",-0.4215,negative,0.2595238095238095,Yes,caring
More of this please. Actual dialog through the disagreement.,"2022-04-02
20:30:30",0.1166,positive,0.3,No,neutral
"Actually really surprised you posted this when it's extremely clear Michael wrecked you at 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=4m40s"">4:40'. David Pakman immediately retreats to calling him 'bad faith' and refuse to engage because he realizes he's been completely destroyed and there's nowhere to go. You're a dishonest, pretentious prick Pakman and I am so glad Destiny made you look like the tool you are. The fact that dishonest people like you having a crazy following is disgusting and dangerous.''If there's no legal definition of 'woman' then how do we have protective laws for them Pakman? How about you answer the fucking question?","2022-04-02
20:30:04",-0.8111,negative,0.6392857142857143,Yes,admiration
There's no legal definition of a woman? It has no bearing on her job?'Affirmative action is based on having a definition.,"2022-04-02
20:26:45",-0.446,negative,0.4000000000000001,No,neutral
"'actually needs to give a legal definition''“That’s bad faith” Come on dude, you’re avoiding a question and accused the host of being bad faith for a relevant point.","2022-04-02
20:25:20",-0.8074,negative,0.5066666666666666,Yes,annoyance
Good convo. David was smug. And why can’t we define terms again?.. don’t words need to be defined before we have a conversation?.. Micheal Knowles got yuh bud,"2022-04-02
20:21:01",0.6199,positive,0.6000000000000001,Yes,admiration
To me it seemed like David didn't let Michael finish his sentence which led to some weird heated moment. But also knowing that they also backtrack when get caught I can't really decide if it was genuine misunderstanding or not.,"2022-04-02
20:07:40",-0.4854,negative,0.5666666666666667,Yes,annoyance
"Defining words obviously is important since we are using them to communicate.''The problem is that we're in such a divisive and intolerant point that you cannot define an increasing number of words without making half the world your enemy.''Ps: I don't know if it's legally possible, but my first instinct on the issue is that the law should replace all instances of 'woman' with 'female', to stick with words that we all agree on. The words 'man' and 'woman' shouldn't exist within the law anymore.","2022-04-02
20:07:19",0.4854,positive,0.5277777777777778,Yes,love
go well for who? certainly didnt go well for the 'progressive'...,"2022-04-02
20:04:18",0.34,positive,0.5714285714285714,No,excitement
"The salient premise is not whether Judge Jackson is qualified, her pedigree speaks for itself. 'The real issue is whether her jurisprudence is based in activism. The GOP senators failed to get any closer to that answer, and embarrassed themselves in the process.","2022-04-02
19:55:13",-0.5719,negative,0.30000000000000004,No,annoyance
You’ve certainly mastered the political art of talking for long periods of time without actually saying anything.,"2022-04-02
19:52:26",0.34,positive,0.29285714285714287,No,realization
You’re guilty of psychic relevance Pakman...,"2022-04-02
19:50:54",-0.4215,negative,1.0,No,remorse
I think it well,"2022-04-02
19:50:15",0.0,neutral,0.0,No,neutral
I know one issue you two agree on wholeheartedly: Israel.,"2022-04-02
19:49:53",0.3612,positive,0.0,No,approval
"It's like they took away the 'I did crack in the 80s' vibe of Peterson, put it in a suit and basically made a conservative Rachel Maddow - who is of course male. ''At least, according to the dictionary definition! 😂","2022-04-02
19:45:00",0.69,positive,0.25,No,neutral
So the progressive leftists like Pakman here are pretty good at arguing they don't have to have a clear stance on ANYTHING lol. Very cool very cool,"2022-04-02
19:36:38",0.9377,positive,0.728888888888889,Yes,amusement
'I don't spend time defining words'. Then how do you know what you are talking about? How do you ensure that your audience understands you if you aren't certain that you are all on the same page as far as what each word communicated means? This indeed did not go well for David.,"2022-04-02
19:21:24",0.2837,positive,0.5654761904761905,No,neutral
David doesnt look too good here. To argue that definitions dont matter i a debate allows him to elude any legitimate critique. Quite a soporific and unstimulating debate otherwise.,"2022-04-02
19:06:21",-0.5967,negative,0.6000000000000001,No,admiration
This was awesome David Packman kick this guys ass,"2022-04-02
18:59:17",0.1531,positive,1.0,Yes,admiration
The fact that she said 'I'm not a biologist' reveals she thinks the question is a biological one 👀,"2022-04-02
18:51:29",0.0,neutral,0.0,No,approval
Was ACB or Cavanaugh asked to define what a woman was? Pretty sure the transgender debate was still broiling during their confirmations,"2022-04-02
18:50:23",0.6705,positive,0.9444444444444444,No,annoyance
