Comment,Time
"Progressives should go around and ask Republicans to define a woman, and then hang their stupid definitions around their necks.",2022-03-29T21:37:24Z
Her response shows how objective she is.,2022-03-29T21:36:55Z
"Vaushite here, you absolutely nailed it.",2022-03-29T21:23:53Z
Who wrote this video title? 😂 Yikes 🤦‍♂️,2022-03-29T21:18:45Z
"I thought this guy was actually more open to having a conversation than most people who have David on then just talk over them. If I could give David one piece of advice, it would be to avoid having back and forths about no you said this or that. Call him out on it then ask him to rephrase the question or statement",2022-03-29T21:17:42Z
David did in fact misunderstand what Michael said. But then acted like he didn’t. That was super cringe,2022-03-29T21:01:06Z
This is what important...''🤣🤣🤣🤣🤣'Hope that pays the bills and change the system..,2022-03-29T20:50:42Z
"What’s wrong with defining woman by some of the key biological characteristics we all learned in school like chromosomes, mammary glands, giving birth, etc? This would be assuming good health, otherwise there’s ofcourse many medical conditions and diseases that can impact those characteristics like cancer or a hysterectomy etc.",2022-03-29T20:38:36Z
"Damn, that was painful. It’s hard to believe. Comey-Barrett refused to answer questions about the constitutionality of Obamacare but refusing to answer “What is a woman?” is somehow a scandal?",2022-03-29T20:31:36Z
"It's clear what this guy and Blackburn were ultimately trying to get at: that transgender people are not valid and that identifying as anything other than their birth gender has no legitimacy -- basically that trans people don't exist. They think that it's a gotcha question, but it proves nothing besides them having a narrow, rigid, backwards view of the world. This is all an offshoot of their battle against homosexuality, which they are still bitter about.",2022-03-29T20:21:10Z
Michael  Knowledge  got destroyed  big time 🤭🤭🤭,2022-03-29T20:16:38Z
"all the bs from both sides aside, (pakman was a tad baised, and didn't recognize the other guys list of things as a list because of it) this was very civil and id love to see a bigger segment of this",2022-03-29T20:14:06Z
"'What is a woman' what a moronic fucking question for a Supreme Court nominee, designed to spark MAGAt outrage and nothing else.",2022-03-29T20:06:51Z
"It’s one thing to be against an action or way of living, and a whole other to be against a human being. Democracy is about every person have a right. The best solution to a problem between 2 sides is going to involve both those opposing sides working together. You have to want your opposition to also win- if both sides want a solution that also works for the other, that society is going to work together to solve its issues. Michael wants the other side to lose and for trans people to have less access to societal advantages and be viewed as second class. He shouldn’t be in a democracy and he should absolutely stay out of these types of conversations. He’s nothing BUT bad faith",2022-03-29T20:02:45Z
You guys should both take shrooms and reshoot this convo,2022-03-29T20:00:59Z
"It would be interesting to hear a law where a definition of a woman is truly necessary. Furry instance abortion laws need only focus on pregnancy, baby, etc. Anyone who can have a baby is in the demographic.''I believe that's roughly what I'm hearing David say and I agree.",2022-03-29T19:49:32Z
Pretty much the same thing happened with Barrett.  They were asking her questions about her opinions unrelated to cases she's tried and she wouldn't give an answer.,2022-03-29T19:41:40Z
"Conservative: 'I'm granting you the ability to tell me something that's irrelevant to the country because I cant talk about how I'm down for the new Rick Scott to tax the poor or anything to help miners or regular Americans. Let's talk about woman and let me tell you how I don't care about freedom and want to be an authoritarian and impose what I believe on everyone else.', Like wtf? 😂 These folks don't care about freedom at all. Ok even if you give them the definition they want then what? Their to dumb as a group to understand they don't care about freedom their all pretty much authoritarian.",2022-03-29T19:38:29Z
"He's smiling like a fresh cut cock cause Pakman nailed him on what Blackburn actually said. A natural defense mechanism when getting caught lying. Of course, DP is right. So many real world issues affecting us ' our standard of living and all conservatives can find the energy to talk about the definition of a woman. Great, once we get the answer, that will decrease inflation, reverse climate change ' fix healthcare.",2022-03-29T19:37:00Z
Okay let's use the dictionary definition of woman.''Noun: an adult female human being''Let's define adult''Noun: a person who is fully grown or developed''A person's brain isn't generally considered fully developed until they're 25. So are 24 year olds not women or adults?''This is why she can't just give a simple answer.,2022-03-29T19:36:28Z
What a dum argument. She’s not qualified because she can’t define what a woman is? That isn’t a justice’s job.,2022-03-29T19:31:07Z
Michael Knowles oozes grifter and disingenuous guy,2022-03-29T19:30:06Z
"I was the idiot who rewinded to 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m45s"">6:45' ish and the guy on the left did say “legal” lol the guy on the left just smiles and acts like he did just fucking say that? Can’t take him seriously lll",2022-03-29T19:26:55Z
Is genitalia all they can think about?,2022-03-29T19:25:37Z
Outstanding job David!,2022-03-29T19:24:46Z
"Out of all the horrible stuff in the world happening, this is what keeps Republicans up at night. This should be evidence enough that they belong nowhere near political power.",2022-03-29T19:20:17Z
"Can we talk about how ridiculous it was for her to be asked about her personal religious views and faith?  'It’s actually illegal to ask anyone else that, in the context of any other job interview.  'That was very offensive, to me, when the Republicans asked her those questions.",2022-03-29T19:18:52Z
Pakman: I am here to have a civil discussion'Also Pakman: if you don't accept my framing for this discussion you are not being good faith.'This kind of behavior reeks of liberal bubble tbh.,2022-03-29T19:15:16Z
Doesn’t matter. This whole system is a joke. Words mean nothing. Debate goes in circles. Fuck it all,2022-03-29T19:10:46Z
"Great stuff, but I feel like you came off as a bit defensive and I would've preferred if you gave a definition of a woman, ie a woman is a person who identifies as a woman.",2022-03-29T19:10:12Z
"I always love the dry, straight delivered sarcasm",2022-03-29T19:04:22Z
"What blows my mind about all this is the right spends so much time on what a woman is when they hate women. They’re banning abortions, laying the ground work for contraceptives next and even discussing capital punishment for abortion in Texas.",2022-03-29T18:57:24Z
I reminded he said it,2022-03-29T18:56:23Z
"He totally said that, lol.",2022-03-29T18:55:54Z
This guy doesn't understand that most Americans support LGBT and trans rights,2022-03-29T18:50:48Z
Good discussion but David really shouldn’t have lied about what Michael said at 6.45'David lost the debate right there 'Shame as he made decent points other than that,2022-03-29T18:44:11Z
This was great David,2022-03-29T18:40:28Z
The judge could just have answered,2022-03-29T18:40:09Z
It’s on tape Michael said nothing of the sort,2022-03-29T18:38:11Z
"Check 6.45 David, you are wrong",2022-03-29T18:37:30Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=4m47s"">4:47' david know he fucked up big time and also the end of his honest conversation, he pull out debate bro tactic to looks good for his chat after that.",2022-03-29T18:33:17Z
Oh gosh he doesn’t even know what he said,2022-03-29T18:29:52Z
"Its only bad faith because it blows up your non logical ideology David. We should all be 'good faith' enough to describe women as Humans who can birth, and Men as Humans who can seed birth. Its literally 1+1=2 and your the one introducing faith into the argument. Good loss tho David, you kept it pretty smug.",2022-03-29T18:28:50Z
If a woman had her ovaries removed for medical reasons is she still a biological woman?  He mentioned ovaries make a woman,2022-03-29T18:17:26Z
Thank you for your endless hard work!,2022-03-29T18:15:59Z
"I think Michael needs to revisit the definitions of “descriptive”, “prescriptive”, and “dictionary”.",2022-03-29T18:14:43Z
"Dictionaries are prescriptive??  Wtf''And surely the point of not answering the question of what is a women, is that she may be asked to provide some opinion on the matter as a SCOTUS judge?   What if they'd asked ACB or BK whether rejecting election results was a crime, or invading Congress insurrection?",2022-03-29T18:13:45Z
When these snowflakes ask 'what is the definition of a man/woman?' I ask them do they want the biological or social definition.,2022-03-29T18:12:02Z
"David did a good job not playing into the rhetorical game Michael was primarily trying to do. But on the Marsha Blackburn issue, it sounds like Michael was trying to say she asked for any definition of a woman whether that be legal, philosophical, etc. those were examples not meant to be taken as actual quotes. Can the issue of defining a woman become an issue before the Supreme Court on a title IX case? Sure but David is right to say that these cases tend to focus on narrow issues based on a specific set of facts brought by a specific party so trying to pigeon hole someone into using a specific definition doesn’t apply here.",2022-03-29T18:10:39Z
"Woman:  opposite of Man on the gender spectrum, typically characterized by feminine traits, and often associated with (though not restricted to) the female sex.'Man:  opposite of Woman on the gender spectrum, typically characterized by masculine traits, and often associated with (though not restricted to) the male sex.''Are these definitions satisfactory enough?",2022-03-29T18:09:48Z
Great job David!,2022-03-29T18:08:14Z
"I love that the right wing never ask those who study the subject for a living, these questions. In fact ive notice the right wing desperately avoid talking to anyone who’s entire job centers around the study of this subject. ''Because those who study the subject are never anti trans and can easily answer the questions of the dishonest, bad faith right wing.",2022-03-29T18:03:33Z
David whipping ass again,2022-03-29T17:58:20Z
"I'll just add that at 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m30s"">7:30' neither party was being dishonest about what was said, Michael said 'from a legal perspective, a philosophical perspective' which was what Pakman heard, but Michael was obviously listing the types of responses and describing the open-ended nature of the question, not specifying the question was directly asked about the legal perspective.''Michael Knowles was incredibly polite during this interview and seems like a generally 'kind' person but man does he push a lot of bigotry towards the trans community. Pakman is simply correct but yeah that was a weird breakdown in communication.",2022-03-29T17:55:56Z
"Not gonna lie, I like Michael but he got kinda owned here.",2022-03-29T17:41:40Z
"i feel like David's approach here wasn't nearly as tactful as he or the people in the comments seem to think. He played right into Knowles hands, his audience will see a dismissive ass who thinks he knows everything. This feels like two people playing to their base in a performance. I'm a fan of David but this was a perfect opportunity for him to make a fool of his opponent with simple truth's about transgender. Something that he just barely, abstractly touched on at the very end. Further more, Knowles is right, this is not a trivial issue, its a human right issue that they are dog whistling about. And it will be important in the future, legally speaking. It's not a good look to disregard that, in my opinion.",2022-03-29T17:33:01Z
Damn Michael got rolled,2022-03-29T17:31:22Z
"The idea that a judge should be opining about what gender is so fucking stupid. Judges on some level prescribe social categories through interpreting legislation (laws often reify social categories), but that is a side effect of answering the question a specific law may raise. Jackson was right to not answer that as that's a question to be handled by experts in culture (sociologist + anthropologist not like pundits lol) in amicus curiae briefs. But we all know how much conservatives don't want people who actually study culture to define a woman. And the medical institution intentionally has nothing to say on the subject as they focus on the female body and not culture (well this wasn't always true but medicine has changed significantly since the 1920s). ''Imagine reading a supreme court majority opinion that says 'if you don't have a vagina tough cookies you can't be a woman'. Even on the question of whether or not protections for women extend to transwomen it would be inappropriate to just insert specious personal views into what gender and sex are. It'll be infuriating to see what dumb shit the orignalist are going to come up with to justify their inevitable nonsense, conservative opinion on this novel question.",2022-03-29T17:30:14Z
I'm a fan of the show but this is silly he never said specifically from a legal definition he was just listing that as one of the definitions she could give and the way you act when you just misheard him is embarrassing it plays into exactly what conservatives think about liberals,2022-03-29T17:27:12Z
Typical conservative tactic of trying to refute someone with constant interruptions and 'I didn't say that'.,2022-03-29T17:25:51Z
David is the right wing commentators worst nightmare 🤣 'This is why we love david so much lol,2022-03-29T17:25:50Z
"Hmm... this is sooooo petty, but Michael did ask the right way, you just cut him off.  'MB asked, just tell me what a woman is' That's what MK said. He went on, but you cut him off as he was giving examples of what could have been ways for KJ to answer the q. His point was,  MB didn't care which definition, just give her one, and Michael was making up examples that KJ could have used.  So petty, but you were wrong in that segment of this clip. Sigh.",2022-03-29T17:22:08Z
Michael didn’t say legal definition when citing Blackburn I was like please David stop 😭,2022-03-29T17:17:21Z
Michael Knowles came out of the gate wrong. Calling David a progressive. David's a shitlib,2022-03-29T17:13:14Z
Lol @ pakman. Stumbles when he's not speaking to his sheep,2022-03-29T17:12:37Z
You did great.  I hope you washed up after.,2022-03-29T17:12:17Z
"So long as these people continue to be so obsessed with talking points, we’re always going to have much bigger issues being ignored.",2022-03-29T17:11:06Z
David was brilliant and put Michael Knowles on his heels.,2022-03-29T17:09:56Z
I don't agree with most of David's 💩 lib politics but he's an extremely methodical and good debater,2022-03-29T17:06:16Z
"Easiest way to defeat these folks is ask them for their definition, since they're so interested, and then proceed to poke numerous holes in it.",2022-03-29T17:04:45Z
Dictionaries change definitions over time,2022-03-29T17:03:59Z
I don't know bruh Pakman is really good at arguing about arguing which is low key annoying.,2022-03-29T17:00:00Z
God Michael is so fake.,2022-03-29T16:57:44Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m30s"">6:30' is a perfect example of what is wrong with progressives. You were so determined to get a gotcha moment that you were completely willing to derail a respectful debate. It’s pretty gross actually.",2022-03-29T16:50:43Z
Interesting that David's volume was noticeably lower than the host's.,2022-03-29T16:48:31Z
Lmaoooo made a meal out of him,2022-03-29T16:39:00Z
Great job,2022-03-29T16:33:09Z
"I generally appreciate David Pakman, but on this topic he is either dishonest or ignorant.''Altering the definitions of words is common politics. The right has tried to re-define “liberal” with the term “classical liberal”, to imply Liberals are authoritarian. The left tried to re-define “racism” to imply racism could not come from minority groups. These are political activities designed to alter our society. In fact, the core battle of two massively important political movements, feminism and LGBT+,  is over the definition and concept of the word woman. To imply a discussion on definitions is irrelevant to a political or a legal conversation is gaslighting. To imply it is bad faith is to weakly dismiss the concerns of the right. After all, the right is merely responding to the political efforts of the left to alter the society through definitions of the word woman. As the supreme court has exercised society altering powers by literally interpreting words to mean certain things, it is absurd to claim questions on definitions of words at the center of political discourse are off limits. I want to understand Pakman’s point and I want to see dialogue on this topic, but he was so dismissive to the rights concerns that there was no chance the conversation would go anywhere.",2022-03-29T16:26:27Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=3m28s"">3:28' Michael Knowles: 'I'm not a meteorologist; I can tell you if it's raining.' He implies that he can tell, without any additional information, just by looking, who is a woman (under his definition). But can he tell, as easily as he can tell whether it's raining, whether a person he's looking at is a trans or cis woman or not? I seriously doubt it...",2022-03-29T16:25:42Z
"what a blubbering jester, literally blubbering because his mouth is constantly getting in the way of his words it's like a fucking beak.",2022-03-29T16:24:13Z
Yasssss David king of clap backs! You should just make a career going to all shows and discussing matters like this more often lmaooooo!!!!,2022-03-29T16:21:28Z
"Biologists will tell you that gender is complicated, based on chromosomes, genes, hormones and cells, and I've yet to see a law or court decision that even attempts to define man or woman.",2022-03-29T16:18:15Z
"The simplest answer I can think of that should go back to the interviewer (and the senators) is the Senate/House should define 'woman' and 'man' in the legislation where those terms need definition and then its the responsibility of the legal system to interpret the law where those terms are defined. If they define it in such a way that the majority of Americans disagree, then those Americans pressure their representatives to change it.",2022-03-29T16:14:59Z
Well done David!!!,2022-03-29T16:07:54Z
"To focus purely on a person’s ability to dodge questions or avoid being honest as a measure of competence speaks to the lack of character on the left, as well as a complete lack of understanding as to why she is there in the first place. When asked a question that any child of speaking age could answer (unless indoctrinated by leftist ideology) and give such an idiotic response may have been the only hand she could have played, given the fact that she knows there’s not a lot of support for radical leftists outside of Washington DC. I wouldn’t necessarily call that strategic.",2022-03-29T15:56:36Z
The guy said it 'Legal 'Constitucional,2022-03-29T15:51:57Z
The best and worst part was Knowles' backtracking his statements. Same shit different day. Talk out your ass and claim you didn't say a thing when you're incorrect or make a mistake. Sad.,2022-03-29T15:50:58Z
"This Michael is a self evidently horrible human being, he knows it right?",2022-03-29T15:45:26Z
"“Either you misheard or it seemed that I misspoke…” hahaha David died laughing, and rightly so. This Michael guy should go get checked out for amnesia haha he literally said Marcia Blackburn asked for the definition of a woman from a “legal perspective, a constitutional perspective and a philosophical perspective” but 30 seconds later had the audacity to say David misheard? What a clown",2022-03-29T15:36:01Z
"Whenever you get into the sexuality is a choice debate, ask at what age they chose to be straight and did they try boys and girls just so they could make a comparative decision. Then watch the snowflake melt.",2022-03-29T15:28:08Z
Knowles is delusional. He sucks.,2022-03-29T15:19:21Z
"Dude literally starts counting his fingers when suggesting how Marsha Blackburn asked the question, and yes I went back 30 secs and typical right wing bad faith loser did exactly what he said he didnt do.",2022-03-29T15:10:05Z
"Words and their meanings are old and come from the limited observation of past groups of people.  Sometimes they are vague, and sometimes they can be extremely specific. The problem arises when societies and it´s views on categories change, as well as when, with the growth of the population, more and more different statistical events start to become more apparent, one of them being infertility/not producing eggs (the specialized cells). So now it´s no longer that a woman is someone who has eggs and can have a baby (in the case of someone with Turner´s not only are they more likely than not to be infertile, but they don´t even have that many of the secondary sexual characteristics associated to women. Many a times will have small breats, not having that much of a curvy body, etc). Plus, not always is a woman interested in having kids. But beyond that, when science becomes a thing and it also progresses and discovers new things, it also becomes a force that leads to changes in society. In this case, it is no longer valid to say that men are (exclusively) XY and women XX (although it is the main sex differentiation system for mammals. other animals from different groups work differently, some not even having sexual chromosomes). It was discovered that the man/male part only arises if a specific gene, which is present (most of the time) in the XY chromosome, the SRY gene, is there and is functioning. So now, we don´t exactly know what is a man nor a woman just by using a single or few things to back it up. Then we have genetic alterations, affecting the number of chromosomes (duplicating or deleting whole ones or stitching together broken parts of other chromosomes into a single one, resulting in having an extra...), which can also affect sexual cormosomes (XXX, XXY, XYY, X0, etc), leading to 'men who are women' and 'women who are men', and I´m not even talking about transexual and intersex/hermaphrodite people here (there´s also the hormonal and physiological aspect of it, not just the chromosomes)... So human sex has always been a messy thing, but it just wasn´t perceived like this before (although, different societies many times also had something akin to a third sex, or something else entirely...). I´d say that human (chromosomal) sex (de facto, taking into account all these things i´ve mentioned) is more like islands. There are different kinds, and some may looks just like others. It´s (to me) not a spectrum, because you can´t directly change your (human) sexual chromosomes at a will nor through other methods, but it´s also not something binary, black and white, set in stone. And if you really want to see something crazy, I recommend you search up (genetic) chimerism/chimeras and mosaicism in humans (and other animals if you feel like it)... So yeah, not easy, but something in the law is gonna have to change, and/or the definition of a word will have to.",2022-03-29T14:59:07Z
"LOL! 'As a gambling man, i would bet....' What the hell is he saying?! How is being a gambler any relevant?!",2022-03-29T14:56:16Z
"a transwoman on twitter gave the best one. 'an adult with a female gender identity'. what's a female gender identity? 'socially constructed factors associated with the female sex.' you could add in 'traditionally' and 'socially constructed means it's subjective' or whatever.''pretty damn good. while of course we can all recognize the bad faith of the right in asking these questions, i think it would do A FUCKTON for progressives and leftists to have a definition to just slap on the table. because as it is, 'leftists don't even know what a woman is lol' seems kinda true, because everyone is afraid that some twitter user will come along and say 'but i'm a woman and i don't think this definition is true'.",2022-03-29T14:43:53Z
"I expect the right to mischaracterize gender and act like it hasn't been explained to them over and over.  But this BS by the left to act as if it wasn't a valid question is just as disingenuous.  Her answer could give insight into how should would rule in cases that have to do with transgender men or women or non-binary persons.  The argument of cases don't come down to dictionary definitions is a ridiculous argument given the context of the cases that are coming or will come on this issue.  If KBJ accepts the medically and psychologically backed concepts of being intersex or transgender, then it means that she may rule a certain way.  If she doesn't, it could mean she will give conservatives the rulings they want.  It's a valid question even if better, less-sensational forms of the question could be asked.",2022-03-29T14:42:45Z
Michael Knowles needs to stick to talking about ideas with dim bulbs like Dave Rubin.,2022-03-29T14:32:49Z
So much Cope from Michael he might just OD.,2022-03-29T14:31:34Z
These men on the right with their little smirks are not serious people to be taken seriously. They are incredibly insincere about everything.,2022-03-29T14:28:36Z
"David is SO smart, ALWAYS on point, and explains issues in an EXTREMELY competent way. All the opposite of the extreme right.",2022-03-29T14:26:58Z
I enjoyed this. Maybe a debate at politicon some day?,2022-03-29T14:24:23Z
Conservatives never have left wing guests on. It’s so easy to debunk and tear down their narratives. Can’t have their viewers wake up now can we.,2022-03-29T14:18:26Z
"I backtracked ('https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m38s"">6:38'). Youtube allows you to do that. Hilarious.",2022-03-29T14:14:06Z
He actually didn’t back track..,2022-03-29T14:13:18Z
'Gender is a fact. Every person in this room and every person on earth had to pass between a woman's legs to be on this earth. That's a fact.''Dave Chapelle   'A woman is a human being who can birth a child. End Of Story.,2022-03-29T14:07:13Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m30s"">6:30' It seems David misunderstood what Knowles was saying, Knowles was exaplaining that Ketanji wasn't asked to answer the question as a biologist but in any way she wanted.",2022-03-29T14:02:48Z
Watch ur show but why can’t you just answer a question,2022-03-29T13:55:35Z
"I wish more right wingers would invite you on 😂, you’re too real and that’s why I f*** with you!",2022-03-29T13:51:21Z
Damn should’ve put a disclaimer up before posting a Ass beating,2022-03-29T13:48:12Z
How can David pakman tell Michael at the end that he wants to speak man to man?? WTH? How does he know what a man is but not a woman?  That is sexist!!!!  Damm liberals,2022-03-29T13:47:42Z
'A person who's not a man' bro what a fucking horrible definition lmao,2022-03-29T13:38:29Z
"Knowles and his pals at Daily Wire are such cheap tricksters, David ran circles around him without breaking a sweat.",2022-03-29T13:33:33Z
Let’s be honest left and right.  We all knew that there was no way Pakman would respond honestly to “what is a woman”.   The liberals are always full on word salad,2022-03-29T13:28:02Z
"This guy defines a woman as a person who can produce eggs and children. I am physically a woman, but was born with a defect where I don't produce eggs to make children. Do I check male or female in your box? It's a ridiculous question, by a ridiculous person.",2022-03-29T13:22:55Z
"Supreme Court nominees aren't supposed to give their answers to legal disputes they might encounter in the future.  The definition of a woman may very well become the topic of a soon-to-be Supreme Court case - a dispute to be decided by the 9 justices based on the facts of that particular case.   Personally, there might need to be more gender categories because it's becoming more unclear as to what makes a working definition of a gender fair in our society.",2022-03-29T13:20:20Z
David vs Bizzaro David,2022-03-29T13:16:37Z
"I understand these political games but if people can't define things as basic as what a man or woman is anymore, how can we expect the criminal justice or political systems to get anything done, when they barely do now anyway. Even if you give a prevailing definition, multiple can exist. Still it's ridiculous we live in an age where you can't answer that simple question. That says something about the absurdity of modern politics and social justice conversations. Everyone has an unbending ideology SMH.",2022-03-29T13:15:34Z
This one goes to David,2022-03-29T13:14:27Z
"Typical liberal - unable to think more than one step ahead. ''Her answer displays the value of her judgement. If she refuses to affirm some basic reality about gender because it's politically inconvenient at the moment, we shouldn't trust her objectivity to pass judgments on laws.''And there probably will come before the court a case where the definition of gender bears directly on the outcome. Don't be naive.''I'm sorry, but reality is 'bigoted', to use the language of your party. There are distinctions between things, and they should not be treated the same.'''https://www.youtube.com/watch?v=dwOSlwtyA_M't=4m53s"">4:53' that's funny. When the liberal gets trapped, the conversation became 'bad faith'.'''https://www.youtube.com/watch?v=dwOSlwtyA_M't=8m30s"">8:30' yes, when you try to hold on to nonsense, any line of consistent questioning will back you into a corner. It's not bad faith. It's your bad logic.",2022-03-29T13:01:34Z
Glad you went on the show but it really is a waste of time talking to these people. They don’t care about the real issues its all about trolling the other side. No substance in anything they say or do,2022-03-29T12:53:33Z
Wow. This right wing guy is just straight up stupid.,2022-03-29T12:50:17Z
"I rewound it, and he said it. 😆",2022-03-29T12:49:07Z
Wish you’d asked Knowles why ACB couldn’t even name the 5 basic rights in her hearing.,2022-03-29T12:42:57Z
Within 30 seconds the interviewer already forgot what he said talking in loops and circles haha good job by David to call him out on it,2022-03-29T12:38:47Z
'She can't define a woman ! ' Few seconds later: A woman is a person that's not a man. Ok... 😅,2022-03-29T12:20:22Z
Awesome David!'Love that you either misheard him or he misspoke! 🤣,2022-03-29T12:06:28Z
"-- When conservatives bring 'rhetorical black hole' questions to bear weight in public, it serves only their agenda; divide and conquer.  '''<i>Thank you, David Pakman!</i>'",2022-03-29T11:55:33Z
"I don’t do definitions, now let’s talk man to man…. Ok guy",2022-03-29T11:55:20Z
So y'all actually can't define women?,2022-03-29T11:52:06Z
Nothing pleases me more than the fact that David called him out on his BS The Man spent the whole conversation looking for a sound bite,2022-03-29T11:47:59Z
Why are conservatives so concerned about this?,2022-03-29T11:42:40Z
"I did rewind the video, David was right, he did say that.",2022-03-29T11:37:52Z
"I swear his responses almost blank out everything David just laid out. Like David explains how it is an irrelevant issue, other guy comes back with the definition DOES matter as a legal and philosophic (wtf?) definition without addressing a single thing David says.",2022-03-29T11:13:04Z
"Michael got caught in a lie? Then doubled down, then back tracked…your losing Mike on the dumbest question you can ever ask a Supreme Court nomination 🤷🏽‍♂️",2022-03-29T11:07:44Z
Bravo very well executed David,2022-03-29T11:03:27Z
“Since the question of a woman is up in the air.” To whom? It seems like the people who really lose sleep over this the most is your side 😂 and out of all the questions you could ask a judge why this?,2022-03-29T10:50:19Z
"Goddamnit what a dishonest way of 'running' a debate🤦🏻 'Dude says something retarded. 'David corrects him and he denies saying it, even though he did just 15-20 seconds earlier🙇🏻 'There's no point in even trying to have a meaningful conversation with individuals like the guy on the left(i have no clue to who he is?). 'Thankfully, David has the patience that i lack to deal with these filibustering, 'less gifted people'. 'I didn't want to be rude and say inbred, backwoods bumpkins🤫",2022-03-29T10:48:32Z
"With regards to title ix, the relevant case law is about equal protections and access, so focusing on sex or gender is a red herring",2022-03-29T10:31:17Z
"I cannot watch someone who can’t define what a woman is, it’s pandering way too much to the far left.",2022-03-29T10:22:03Z
She gives dangerously short sentences to pedophiles. The leniency is very creepy and should disqualify her for the position.''Anyone who wants to argue please get check her track record.,2022-03-29T10:12:45Z
"Very well done. David speaks in a way that I find refreshing. He's calm, well spoken, very very specific in the words he uses. He doesn't try to shout this guy done or steamroll the argument",2022-03-29T10:09:54Z
Even after bringing up Jessie he was so confused about how do deal with David that he still asked for the definition lol ...classic,2022-03-29T09:58:20Z
"I don't think it's unreasonable to be able to provide the definite of a woman (or man). If we're talking about a biological woman vs a gender women, wouldn't they just be different definitions?",2022-03-29T09:48:50Z
"David, you are a coward.",2022-03-29T09:46:14Z
"Thank you, David! Michael Knowles? What a fool this guy is.",2022-03-29T09:41:08Z
Conservatives hyper focus on the most nonsensical things that have nothing to do with anything!,2022-03-29T09:31:26Z
"So every comment here is going to be Packman dunking on Knowles. I’m pretty sure if I go to Knowles, voila, it will be the other way around. ''This was worthwhile to have people from opposite sides of the isle together, and it needs to happen again, and again, and again.",2022-03-29T09:14:58Z
Amazing!,2022-03-29T09:14:03Z
"I will admit, and I incite confrontation here, but I don’t think it’s a totally insignificant conversation to have. She’s works with laws pertaining to women and so the definition of women, in a legal sense, would be a fairly important one. I understand what the right are attempting to do with this question, but still",2022-03-29T09:12:14Z
"I rmb I fill up a form from America, and under gender they specify the male, female or 'i rather not say', the 2 genders will always be there.'I dun get what Senator Blackburn saying about dangers of not telling me the definition of women like as if the answer from Ketanji will change everything, the gender of male and women will not be defined after what happened. R u telling me, 'there are situation principals or schools decided to take away sex education? ban on studying male and female reproduction education? or what is the definition of men or women during their school period?'There are ain't indication on such things, is common sense. heck almost all knew abt it when we grew up. The question about such basic question already known during your junior schools and was already taught and nth change.'Just that to taught to respect who they are even LGBTQ.''I not sure why GOP overreacting abt such issues without focusing on real issues like Opioid crisis, healthcare, proper policing etc.'And divert away facts and impose something that didn't exist.",2022-03-29T09:02:42Z
only issue is david fell partly into the trap as the question asserts gender and biology are the same thing.,2022-03-29T08:48:04Z
This guy can’t have a real conversation without trying to do a “gotcha”. Can we cut the shit and talk without trying to call the other  person out?,2022-03-29T08:19:44Z
"I have no idea what this is about tbh, haven't followed the story, but I think I know where this is going. If the supreme court is trying to redifine the definition of a woman then please stop. I'm all for LGBT rights but some of their agenda sometimes goes too far. Then again, I haven't followed this story so I don't know the specifics. Don't listen to me. But as a general rule of thumb a woman is a woman and a man is a man. Sexual orientation can be whatever you want, but the biological birth sex of a person is what it is. No ifs and buts.",2022-03-29T08:16:47Z
I’m glad Pakman brought up JLP and his bad faith rhetorical circles,2022-03-29T08:16:37Z
"David fucking calls his out so good!!! 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m40s"">6:40' Knowles literally says “legal, constitutional, philosophical perspective”  then at fucking 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m55s"">6:55' he says “no no no I didn’t say that” HE BACKTRACKED IN 15 fucking seconds",2022-03-29T08:05:38Z
The amount of patience you had for him was astounding. I couldn’t do that 😂,2022-03-29T07:58:40Z
Michael can´t talk about real issues.,2022-03-29T07:54:46Z
Well done David. You tackled down this nonsensical talking point very eloquently. Thank you!,2022-03-29T07:51:24Z
"The presenters own definition of a woman is massively convoluted... 'a woman is anyone that's not a man' or better, 'a woman can make eggs'.''He actually proves David's point in that answering that question is inherently risky.",2022-03-29T07:43:42Z
"Regardless of how, “Narrow” the issue is that doesn’t mean it’s not relevant.'When a case makes it all the way to The Supreme Court it very often involves very narrow definitions of the matter at hand to determine whether an argument is valid or not.",2022-03-29T07:42:53Z
David consumes so much right wing content that he's too used to their tactics.,2022-03-29T07:33:15Z
Knowles is deep inside some clown's pockets.,2022-03-29T07:32:12Z
David destroys anyone he debates.,2022-03-29T07:29:36Z
"Pakman made some good points, but I find it disingenuous to say the cultural issue has no bearing on legal questions. There’s a much higher probability such issues will come before the Court in the future because of the cultural issue. So while it was an attempt by the GOP to paint Jackson into a corner, to say it had no bearing on the Court or legal issues is simply wrong, IMO.",2022-03-29T07:28:30Z
