Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
Dua LIPA and Elton John Cold Heart.,"2022-04-20
15:35:51",0.6369,positive,1.0,No,neutral
When the new version is better than the original!!,"2022-04-20
14:33:51",0.6988,positive,0.5681818181818182,Yes,neutral
I've fallen in love with this song.,"2022-04-20
14:06:10",0.4019,positive,0.6,No,love
"Qu'on soit riche où pauvre, on finira tous une main devant et une main derrière.''Aimons nous tous avant la fin de l'humanité!","2022-04-20
14:05:58",0.1875,positive,0.3333333333333333,Yes,neutral
Cette musique est trop bien je l'écoute tous le temps 😍,"2022-04-20
13:45:33",0.4588,positive,0.0,No,confusion
"Reviewing the top 10 on the ARIA chart for 20/04/2022. This was number 6. MUSICALLY Always been lots of these mash ups over the years. Lets be honest it is a dancefloor track. To be honest though I wonder what makes this different to any DJ working in a back room studio. Nothing really. LYRICALLY Can I use a skip...The lyrics of Sacrifice do not fit in with the other songs. Its a dance song, lyrics aren't important. VIDEO I will give the video it's due, a good throw back to another era. Would watch this again on mute just to see the animation. RATING 4.5/10 (the .5 is just for the animation)","2022-04-20
12:28:21",0.8359,positive,0.44999999999999996,Yes,desire
SYETE_TRESE,"2022-04-20
12:14:29",0.0,neutral,0.0,No,neutral
Nice 😍👌🔥😎😃,"2022-04-20
12:01:02",0.9329,positive,1.0,No,admiration
love the song,"2022-04-20
11:29:25",0.6369,positive,0.6,No,love
love the lyrics,"2022-04-20
11:08:32",0.6369,positive,0.6,No,love
TIMELESSSSS,"2022-04-20
10:21:35",0.0,neutral,0.0,No,neutral
"Minha filha ama essa música, ontem ela estava meio triste pois o prô de inglês vai sair da escola, mandei essa música e algumas palavras de carinho, ela c animou na hora, gostoso o poder que a música tem nas nossas vidas e como ela marca momentos'Letícia, papai te Ama ❤️❤️","2022-04-20
10:16:06",0.0,neutral,0.0,No,neutral
This song is awesome and congrats to Elton John and Dua Lipa but this video though.,"2022-04-20
06:26:28",0.5789,positive,1.0,No,excitement
"I like singing along with the bass riff and adding the notes in between, for some strange reason.","2022-04-20
05:28:53",0.1779,positive,0.325,No,neutral
THE SONG IS AMAZIN! but i just don't like the cat people dance they just makes me uncomfortable T^T,"2022-04-20
04:37:56",-0.7474,negative,1.0,No,neutral
Elthon John no se ha muerto? XD,"2022-04-20
04:02:49",0.3176,positive,0.0,No,neutral
"Just saw this song live in the farewell tour. It was better than this version, May the king live forever!","2022-04-20
03:29:58",0.4926,positive,0.5,Yes,neutral
La original es una obra de arte...'Y esta versión con dua lipa es una obra maestra ❤️🔥,"2022-04-20
03:08:39",-0.0258,neutral,0.75,No,neutral
"Una de tantas mejores canciones,  canta genial sir Elton John, sigan los éxitos!!! Desde México!!","2022-04-20
02:04:29",0.6083,positive,0.0,No,neutral
Great song but “ the STUPIDEST VIDIO EVER MADE!,"2022-04-20
01:28:28",-0.6642,negative,0.75,No,admiration
good song to just jump to,"2022-04-20
00:41:41",0.4404,positive,0.6000000000000001,No,admiration
Nice tunes!,"2022-04-20
00:20:34",0.4753,positive,1.0,No,admiration
Omg! 💗💗😻😻,"2022-04-19
23:25:18",0.9523,positive,0.0,No,surprise
Wie kann mann,"2022-04-19
22:18:46",0.0,neutral,0.0,No,neutral
Way to butcher Elton Johns song lol,"2022-04-19
21:43:25",0.4215,positive,0.7,Yes,amusement
ilove this song,"2022-04-19
21:14:50",0.0,neutral,0.0,No,neutral
"This song is soo cool, Elton John and Dua Lipa great remix","2022-04-19
20:58:48",0.7506,positive,0.7,No,admiration
"Buena canción,  viideo pesimo","2022-04-19
20:37:22",0.0,neutral,0.0,No,neutral
Adorei,"2022-04-19
20:19:09",0.0,neutral,0.0,No,neutral
Day 145 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 🖖,"2022-04-19
19:57:07",0.6369,positive,0.8,Yes,neutral
Man this edible aint shhhhhh....,"2022-04-19
19:41:18",0.0,neutral,0.0,No,neutral
Looks like all of my aunts and uncles dancing together in unison.,"2022-04-19
18:13:20",0.3612,positive,0.0,Yes,neutral
Srbijaaaaaa,"2022-04-19
17:34:20",0.0,neutral,0.0,No,neutral
Love it,"2022-04-19
17:13:07",0.6369,positive,0.6,No,love
Ok but is anybody gonna talk about how creepy the video is 👁🫦👁,"2022-04-19
17:13:07",0.1531,positive,0.75,No,fear
"Была отличная песня,  клип ужасный..  сыну тоже не понравилось..","2022-04-19
14:44:36",0.0,neutral,0.0,No,neutral
"Dua Lipa is sooooooooooooo beautiful!!!!!…in real life, animation, and claymation!!!!","2022-04-19
14:38:08",0.48828125,positive,0.30000000000000004,No,neutral
hodně trapný,"2022-04-19
14:31:38",0.0,neutral,0.0,No,neutral
"I think it’s bloody awful, and an insult to Elton’s legacy.","2022-04-19
12:00:16",-0.8481,negative,0.95,No,disgust
I heard this on my car's radio and I knew that it reminded me of someone,"2022-04-19
11:50:15",0.0,neutral,0.0,No,approval
Mann the beat makes u fall inlove with this music,"2022-04-19
11:40:49",0.0,neutral,0.0,No,neutral
I don't care,"2022-04-19
11:24:23",-0.3875,negative,0.0,No,annoyance
This remix is better than the original,"2022-04-19
07:10:48",0.6369,positive,0.625,No,neutral
⁠Music has the power to make our soul float and we from Brazil love this elton john and dua lipa sound. 🎵♥️🇧🇷,"2022-04-19
05:43:48",0.8555,positive,0.5,No,admiration
My store played this and I was like 'Huh this sounds pretty cool.' I had no idea until after I Shazamed it that Elton John and Dua Lipa were doing a collaboration song. Sweet.,"2022-04-19
04:27:05",0.8807,positive,0.7666666666666666,Yes,admiration
Супер класс песня вообще огонь,"2022-04-19
02:24:57",0.0,neutral,0.0,No,neutral
Donnie’s Disco Back,"2022-04-19
02:07:09",0.0,neutral,0.0,No,neutral
'ohhhh',"2022-04-19
01:57:04",0.0,neutral,0.0,No,neutral
Genius 🤩👏🏻👏🏻🎸,"2022-04-19
01:32:27",0.0,neutral,0.0,No,admiration
Esta cancion estaba tocando el dia del fallecimiento de mi madre hermosa la amo hasta el Cielo madre mia ♥️  y no parare de escuchar esta cancion a pesar de eso le encantaba a ella ♥️,"2022-04-19
01:08:29",0.7184,positive,0.0,No,excitement
This song makes me happy...just plain happy and turning hit repeat,"2022-04-19
00:50:48",0.5719,positive,0.6785714285714286,No,joy
ESSA MUSICA É INCRIVEL PARABÉNSSSSSSSS,"2022-04-19
00:50:38",0.0,neutral,0.0,No,neutral
shoraaaa,"2022-04-19
00:47:58",0.0,neutral,0.0,No,neutral
Que mariquera..... me encanta ajajajaj,"2022-04-19
00:14:11",0.0,neutral,0.0,No,neutral
Voces increíbles que no puedo creer 😤😻,"2022-04-18
22:14:00",0.2023,positive,0.0,No,neutral
"Me facina todo se está canción, desde el vídeo y las dos voces tan geniales, perfecta combinación ❤️","2022-04-18
21:50:38",0.34,positive,0.0,No,excitement
Who ever made this video clip needs  to stop using what is he or she using,"2022-04-18
21:48:53",-0.296,negative,0.0,Yes,annoyance
Day 144 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 🐿️,"2022-04-18
21:13:46",0.6369,positive,0.8,Yes,neutral
the song was pretty amazing till i found this horrible video,"2022-04-18
20:39:22",0.4357,positive,0.9666666666666667,No,admiration
rocket man still here in my heart :),"2022-04-18
19:45:53",0.802,positive,1.0,No,neutral
LOVE PURE LOVEEE  T HE BEST  L OVE U,"2022-04-18
19:21:44",0.9081,positive,0.46666666666666673,No,admiration
I like the song because it has 🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌹🌹🌺🌹🌺🌹🌺🌹🌺🌹🌺🌹🌺🌺🌹🌺🌹🌺🌹🌺🌹🌺🌹🌹🌺🌹🌹🌹🌹🌹🌹🌹🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺,"2022-04-18
19:21:35",0.3612,positive,0.0,Yes,love
MI DIOSA TOTAL,"2022-04-18
18:59:28",0.0,neutral,0.75,No,neutral
The weirdest and yet most mesmerizing music video I have seen in quite some time.,"2022-04-18
18:48:43",-0.2263,negative,0.6,No,anger
2020: Blinding Lights'2021: Cold Heart'2022: ?,"2022-04-18
18:43:00",-0.6,negative,1.0,No,neutral
Lindo muito lindo,"2022-04-18
18:38:35",0.0,neutral,0.0,No,neutral
I love ❤️ this song so much it makes me want to cry 😢,"2022-04-18
18:36:07",-0.1779,negative,0.4,No,love
Can someone explain me whos are these who are dancing on the videoclip? Its kinda random xd,"2022-04-18
18:14:44",0.5456,positive,0.5,Yes,neutral
A primeira vez que escutei a gostei tanto até dançar...amo essa música está top demais parabéns pelo música.⁷,"2022-04-18
17:23:24",0.2023,positive,0.5,No,neutral
"LOVE U ELTON and after this song, now i like Dua Lipa!❤","2022-04-18
17:12:25",0.9173,positive,0.6,No,love
Da animation is creepy asf bro im having a nightmare,"2022-04-18
15:25:39",-0.5,negative,1.0,No,fear
Dua LIPA 🧡,"2022-04-18
14:22:47",0.6369,positive,0.0,No,neutral
Lindaaaa,"2022-04-18
13:42:14",0.0,neutral,0.0,No,neutral
cebu pacific theme song 2022,"2022-04-18
12:34:35",0.0,neutral,0.0,No,neutral
"Fantastic record, love it ❤️🎼🎼🎼❤️","2022-04-18
12:01:33",0.8316,positive,0.75,No,love
Fantastic,"2022-04-18
10:47:39",0.5574,positive,0.9,No,admiration
Uauuuuuuu,"2022-04-18
10:47:31",0.0,neutral,0.0,No,neutral
I like the song I get the video,"2022-04-18
09:08:30",0.3612,positive,0.0,No,neutral
"SIMPLEMETE ASOMBROSO, TIENE UNA VIBRA TAN RELAGANTE.","2022-04-18
04:00:25",0.0,neutral,0.0,No,neutral
"When I was little, I always thought Elton John was saying co co hearts, like as in coconut. I was little, I didn’t know nothing about no cold hearts!","2022-04-18
03:05:27",0.6745,positive,0.6666666666666666,Yes,approval
"When I was little, I always thought Elton John was saying Co co heart like as in coconut. I was little…I didn’t know nothing about no cold hearts!","2022-04-18
03:03:06",0.6639,positive,0.75,Yes,approval
Que show,"2022-04-18
02:28:22",0.0,neutral,0.0,Yes,neutral
Espectacular sin duda música que relaja,"2022-04-18
00:40:11",-0.5574,negative,0.0,No,neutral
"I really like the 2D stuff, but this entire video was a masterpiece","2022-04-18
00:36:27",0.8199,positive,0.4125,No,love
Wtf,"2022-04-18
00:34:31",-0.5859,negative,1.0,No,anger
Day 143 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 🤕,"2022-04-18
00:25:55",0.8555,positive,0.8,Yes,neutral
Versão top,"2022-04-18
00:25:31",0.2023,positive,0.5,No,neutral
Nice music,"2022-04-18
00:20:16",0.4215,positive,1.0,No,admiration
Amei esse remix com Elton Jonh e Dua Lipa 👏🏻👏🏻👏🏻👏🏻👏🏻🇧🇷😘😘😘😘❤️❤️❤️,"2022-04-18
00:00:59",0.8807,positive,0.0,No,neutral
Everyone talking about how good this song is'Me: are we not going to talk about the dancing cat men?,"2022-04-17
23:04:10",0.4404,positive,0.6000000000000001,No,caring
hi ❤️❤️❤️😘😘🥰🥰🥰😍😍👍🏻👍🏻👍🏻👍🏻🤩🤩🤩,"2022-04-17
20:56:05",0.9867,positive,0.0,No,neutral
UwU ❤️,"2022-04-17
20:33:09",0.0,neutral,0.0,No,neutral
HALLO LIEBER ELTDEN JOHN BEST OFF MUSIK VON IS GOD FOR MI DANCING SUONDTRACK. VIELEN DANK DAFÜR DAS ICH MAL REINHÖREN DÜFTE. MANUELA BEDANK SICH.!@👈☝️👍👏👄💋👌👍👏👄💋👍👏,"2022-04-17
20:15:21",0.9628,positive,0.3,No,admiration
AMOOO LA MEDIA JOYA'&lt;3,"2022-04-17
20:13:23",0.0,neutral,0.0,No,neutral
"La canción está a toda madre, pero el vídeo parece sacado de un viaje de ácido jaja","2022-04-17
20:08:15",0.0,neutral,0.0,No,excitement
"DUA LIPA  DESTROYING A BEAUTIFUL CLASSIC, WHY DID U GIVE HER PERMISSION JOHN?","2022-04-17
20:06:30",0.0772,positive,0.3888888888888889,No,admiration
Showw,"2022-04-17
19:55:19",0.0,neutral,0.0,No,neutral
Summer vibes,"2022-04-17
18:40:01",0.0,neutral,0.0,Yes,curiosity
Hi,"2022-04-17
17:54:47",0.0,neutral,0.0,No,neutral
"Hopefully, not ruined the bag raider... 🎶💕❤️","2022-04-17
17:36:35",0.8609,positive,0.0,No,optimism
And I think it's gonna be long long time - I like this part 😁,"2022-04-17
16:28:18",0.6705,positive,0.4,Yes,neutral
still my favorite 💞,"2022-04-17
15:08:45",0.8074,positive,1.0,No,love
My little boy is obsessed with this song,"2022-04-17
15:03:43",-0.1119,negative,0.75,No,neutral
Really good tune from an unlikely duo 👌 👏 🙌 👍,"2022-04-17
14:38:20",0.8529,positive,0.55,Yes,admiration
Są,"2022-04-17
14:35:45",0.0,neutral,0.0,No,neutral
Top song,"2022-04-17
14:01:04",0.2023,positive,0.5,No,neutral
Dua lipa🇬🇧,"2022-04-17
13:52:20",0.0,neutral,0.0,No,neutral
Heard this in a restaurant last night,"2022-04-17
13:43:15",0.0,neutral,0.06666666666666667,Yes,approval
This song takes me somewhere when I’m off the liquor 💫,"2022-04-17
12:11:32",-0.2263,negative,0.0,No,neutral
Muy bueno  el talento para la creatividad y la voz de las cansiones que me saca del estres,"2022-04-17
11:54:26",0.0,neutral,0.0,No,excitement
Schaise😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,"2022-04-17
11:40:36",0.9979,positive,0.0,No,neutral
Nostalgia pura 😍,"2022-04-17
10:47:45",0.4588,positive,0.0,No,neutral
The song is very very good good job !🥳🥳,"2022-04-17
09:43:21",0.9082,positive,0.6900000000000002,No,admiration
Ovidio rusu colaj,"2022-04-17
09:26:13",0.0,neutral,0.0,No,neutral
Lake district morning. Foggy and sunny at the same time..Nice hot tea.. And this song.. Perfect,"2022-04-17
07:38:25",0.7579,positive,0.6583333333333333,Yes,admiration
"Excelente canción ,Dios bendiga la vida de cada persona que esté leyendo este mensaje ,Jesús te ama","2022-04-17
06:19:47",0.0,neutral,0.0,No,neutral
Disco! Love this one tonight.,"2022-04-17
06:09:10",0.6696,positive,0.6,No,disappointment
Viciei gostei demais,"2022-04-17
05:47:17",0.0,neutral,0.0,No,neutral
This is the best song ever 🤩😝ヘ(￣ω￣ヘ),"2022-04-17
04:36:22",0.6369,positive,0.3,No,admiration
"Such a great song, always makes me feel good.","2022-04-17
02:26:04",0.7906,positive,0.6166666666666667,No,admiration
Dua lipa's vocals ❤,"2022-04-17
02:02:09",0.6369,positive,0.0,No,neutral
Vibes 🤩🤩🤩✨ 😎💃🕺🌐🌠⭐,"2022-04-17
01:52:47",0.6486,positive,0.0,No,neutral
Is this a lost chapter from Chicken Robot?,"2022-04-17
01:50:11",-0.3182,negative,0.95,No,neutral
A vibe que essa música traz é muito boa,"2022-04-17
00:10:42",0.0,neutral,0.0,No,neutral
Olha a dancinha do Diogo defante,"2022-04-16
23:57:48",0.0,neutral,0.0,No,neutral
Adorei 😻,"2022-04-16
22:52:21",0.4588,positive,0.0,No,neutral
The stop motions kinda creepy lol (it's well done I just don't like stop motion in general lmao),"2022-04-16
22:20:33",0.6123,positive,0.8,Yes,amusement
Amazing so heeling love it,"2022-04-16
22:14:41",0.8511,positive,0.75,No,admiration
coco heart? :D,"2022-04-16
22:10:21",0.8494,positive,1.0,No,neutral
omg this song is amazing!&lt;3,"2022-04-16
22:04:08",0.0,neutral,0.0,No,surprise
This song gave us the same vibes of driving on GTA V .,"2022-04-16
21:36:00",0.0,neutral,0.125,No,neutral
Day 142 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 🐫,"2022-04-16
20:39:57",0.6369,positive,0.8,Yes,neutral
😍 Love it!,"2022-04-16
20:31:54",0.8172,positive,0.6,No,love
I NEEED A LIVE STAGEEE!!!!!!,"2022-04-16
19:52:28",0.5201859907670454,positive,0.5,No,neutral
Fantastic mix and collaboration with a little taste of Daft Punk. Love it :-),"2022-04-16
19:39:06",0.8779,positive,0.75,Yes,love
"Such a great song, watching the video stoned does enhance it tho 😅😁","2022-04-16
18:19:45",0.8625,positive,0.625,No,admiration
"Whenever I put on my headphone, my eyes search for this song to play it on repeat ❤️such an addictive song","2022-04-16
18:18:36",0.34,positive,0.9,No,neutral
This son like my father,"2022-04-16
18:12:52",0.3612,positive,0.0,No,love
The Beat 92.5,"2022-04-16
17:57:44",0.0,neutral,0.0,No,neutral
Elton made this song not lupa...shes a thief cap. 😤,"2022-04-16
17:39:59",0.4168,positive,0.0,No,neutral
SIMPLEMENTE GENIAL,"2022-04-16
17:25:42",0.4215,positive,0.0,No,neutral
My 21 st birthday 🕺,"2022-04-16
16:14:12",0.0,neutral,0.0,No,excitement
what a beautiful song.,"2022-04-16
16:13:25",0.5994,positive,1.0,No,admiration
I love love love this song!,"2022-04-16
16:08:18",0.9312,positive,0.6,No,anger
Love love love,"2022-04-16
15:42:32",0.9274,positive,0.6,No,anger
I love this song... Chilling on the beach this morning.,"2022-04-16
12:41:23",0.6249,positive,0.75,No,love
This remixes bad ah love it... Sir Elton John your voice still have it,"2022-04-16
11:19:40",0.1779,positive,0.6333333333333333,No,admiration
una noche estuve con mis ' ojitos lindos ' y sonaba esta canción... cuanto te extraño ...,"2022-04-16
10:48:20",0.0,neutral,0.0,No,neutral
the stop motion characters are crappy,"2022-04-16
10:39:04",-0.7003,negative,0.0,Yes,neutral
Linda muito linda amoooo,"2022-04-16
10:24:14",0.0,neutral,0.0,No,neutral
What a master piece!!!😂😂,"2022-04-16
07:24:37",0.7701,positive,0.0,No,neutral
Really like this version so much better?,"2022-04-16
07:13:07",0.7159,positive,0.35,Yes,annoyance
Wonderful Voices 💥💥💣 Travolta style 🕺🏼🕺🏼🕺🏼🕺🏼,"2022-04-16
07:02:48",-0.5423,negative,1.0,No,admiration
"странно, что в конце эти четверо не поебались","2022-04-16
06:43:04",0.0,neutral,0.0,No,neutral
HOLY LENTEN Saturday..LUH U,"2022-04-16
06:37:41",0.0,neutral,0.0,No,neutral
Master Piece,"2022-04-16
06:23:04",0.0,neutral,0.0,No,neutral
"4 old Elton songs and this masterpiece, amazing","2022-04-16
05:25:28",0.8649,positive,0.55,No,admiration
cara esse bonequinhos parece minha sogra pqp kkkkkk igualzinho mano,"2022-04-16
05:08:05",0.0,neutral,0.0,No,neutral
When I hear this song and I resently dance in the school. This so good!,"2022-04-16
04:46:02",0.6166,positive,0.6000000000000001,No,admiration
I love  this song too much 〜(꒪꒳꒪)〜〜(꒪꒳꒪)〜,"2022-04-16
04:43:02",0.6369,positive,0.4,No,love
Such a timeless song,"2022-04-16
03:50:21",0.0,neutral,0.5,No,neutral
Some of the lines come from rocket man,"2022-04-16
03:45:51",0.0,neutral,0.0,Yes,neutral
Really good love it of course I've love Elton John for decades,"2022-04-16
03:03:28",0.9165,positive,0.6000000000000001,No,love
This song should be in GTA 6,"2022-04-16
02:04:33",0.0,neutral,0.0,No,neutral
Sacrifice+Rocketman=this song,"2022-04-16
00:44:22",0.0,neutral,0.0,No,neutral
daje sto rotto in culo brava dua lipa,"2022-04-15
23:48:35",0.0,neutral,0.0,No,neutral
Be. Å,"2022-04-15
23:28:18",0.0,neutral,0.0,No,neutral
"Amazing Remix, love PNAU","2022-04-15
23:15:27",0.8402,positive,0.75,No,admiration
I love this song,"2022-04-15
22:24:09",0.6369,positive,0.6,No,love
Day 141 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 👣,"2022-04-15
22:23:54",0.6369,positive,0.8,Yes,neutral
Elton John arrasou com este Clip,"2022-04-15
22:07:34",0.0,neutral,0.0,No,neutral
"Песня ШЕДЕВР!Не могу оторваться от неё,уже часа четыре слушаю!","2022-04-15
21:58:29",0.0,neutral,0.0,No,neutral
im happily watching the animation and the music is so good too,"2022-04-15
21:36:02",0.8096,positive,0.8,No,admiration
Love Elton 💖'Absolutley love this 💖,"2022-04-15
21:08:11",0.9538,positive,0.6,No,neutral
"Assassins violence swsws'http://www.youtube.com/results?search_query=%23s2sexsssxxcxc"">#s2sexsssxxcxc'","2022-04-15
21:00:28",-0.6249,negative,0.0,Yes,neutral
I like this song and I have heard few times and love it too bits,"2022-04-15
20:45:54",0.7717,positive,0.35,Yes,love
La cansino es rara🥴,"2022-04-15
20:04:42",0.0,neutral,0.0,No,neutral
Didn't like this song at first but it's become my favourite,"2022-04-15
19:59:26",-0.1419,negative,0.3333333333333333,No,love
stupid colaboration,"2022-04-15
19:31:38",-0.5267,negative,1.0,Yes,anger
Fantastica,"2022-04-15
19:28:40",0.0,neutral,0.0,No,neutral
Whoa is it too late to listen this song? Dayum!,"2022-04-15
19:06:40",-0.375,negative,0.6,No,curiosity
Proyecta  paz y sociego. Que joya señores 👌 🎧,"2022-04-15
18:32:22",0.7297,positive,0.0,No,neutral
Masterpice..!!!..,"2022-04-15
17:44:39",0.0,neutral,0.0,No,neutral
"Quando tô chapado, essa música da mó brisa ksskks","2022-04-15
17:43:27",0.0,neutral,0.0,No,neutral
I love the song but what’s up with the video? Cat men? ??? What am I missing?,"2022-04-15
17:34:57",-0.2869,negative,0.325,No,love
I Love Elton John 💝💗💞,"2022-04-15
17:27:44",0.9618,positive,0.6,No,love
"I’d never seen the video until just now but as soon as I heard this back in December 2021 I called this my “ happy go to song”, watching the video certainly makes me feel even happier! 😊","2022-04-15
17:12:42",0.9721,positive,0.5238095238095238,Yes,joy
Chidisimo,"2022-04-15
16:55:23",0.0,neutral,0.0,No,neutral
Einfach ein super Hit,"2022-04-15
16:54:58",0.5994,positive,0.6666666666666666,No,amusement
50th,"2022-04-15
14:17:53",0.0,neutral,0.0,No,neutral
Me being confused when she starts singing rocket man.,"2022-04-15
14:04:58",-0.3182,negative,0.7,Yes,neutral
Maybe I am too old for this sort of anime.,"2022-04-15
14:01:05",0.1,positive,0.2,Yes,neutral
"The video clip is bullshit, but the song is fine.","2022-04-15
13:59:17",-0.0516,negative,0.5,No,caring
Great remix of two stars :-),"2022-04-15
12:52:06",0.7506,positive,0.875,No,admiration
"...ein teil v. rocked man .💩..billigst-🙉 bin voll enttäuscht!- im hintergrund im slum, brüllen die ghettofutzies...🦧🦧🦧🦧🦧🦧 tiefer gehts nicht mehr...","2022-04-15
12:30:16",-0.636,negative,0.0,No,neutral
SUPER ❤🙏❤🙏,"2022-04-15
11:33:13",0.9329,positive,0.6666666666666666,No,amusement
Музыка вечная штука  и не зависит от времени. Прелестно слушать свою душу вместе,"2022-04-15
11:07:41",0.0,neutral,0.0,No,neutral
Hello,"2022-04-15
08:56:28",0.0,neutral,0.0,No,neutral
Perú 🇵🇪  grande !!! Dios te mil años de vida,"2022-04-15
08:30:54",0.0,neutral,0.0,No,neutral
Nothing like this song 🎵 😍,"2022-04-15
08:14:46",0.224,positive,0.0,Yes,love
music change in times. Great Job,"2022-04-15
06:18:04",0.6249,positive,0.75,No,admiration
This is one of the gayest videos I've ever seen,"2022-04-15
05:50:30",0.0,neutral,0.0,No,excitement
This just might be the best song ever,"2022-04-15
05:27:45",0.6369,positive,0.3,No,admiration
"Estava passando em uma rua e essa música estava tocando em uma festa. Ela passa uma sensação incrível de felicidade, sucesso e paz. E ouvir de fone também é impressionante. A Dua Lipa ficou perfeita com o Elton","2022-04-15
04:55:55",0.0,neutral,0.0,No,neutral
The video puts the song to shame,"2022-04-15
04:43:10",-0.4767,negative,0.0,No,embarrassment
There’s like 3-4 Elton songs in here!,"2022-04-15
03:55:33",0.4199,positive,0.0,No,love
Much better than Madonna's Frozen remix,"2022-04-15
01:42:01",0.4404,positive,0.5,No,neutral
Love this song so much.cant stop listening to it,"2022-04-15
01:22:50",0.4062,positive,0.6,No,love
Me encanta esta música,"2022-04-15
01:03:05",0.0,neutral,0.0,No,neutral
Mega😍,"2022-04-15
00:26:18",0.4588,positive,0.0,No,neutral
She did a fantastic remix!,"2022-04-15
00:16:43",0.5983,positive,0.9,No,admiration
"Off-topic : but the only ads i see on the app are Facebook ads, are they going broke or something ... I don't even have a Facebook account ... Wait that's why i see them 🤔","2022-04-14
23:13:12",-0.5719,negative,1.0,No,curiosity
Wth is this animation?,"2022-04-14
22:46:09",-0.5267,negative,0.0,No,neutral
"Elton John tiene una voz de oro, es epico en esta canción","2022-04-14
22:44:39",0.0,neutral,0.0,No,neutral
Muy ácido el vídeo de ilustración,"2022-04-14
22:24:56",0.0,neutral,0.0,No,excitement
So no one is talking about the cursed music video?,"2022-04-14
22:11:40",-0.3597,negative,0.0,No,neutral
"Best Video, I have denn since Thriller. Congratulation'Music is also great","2022-04-14
21:41:07",0.8658,positive,0.525,No,admiration
Dua Lipa is amazing and she makes any song and collaboration work and a HIT and Elton John is a LEGEND no more needs to be said.,"2022-04-14
20:51:47",0.3818,positive,0.7,No,admiration
Que belleza de cancion,"2022-04-14
20:49:01",0.0,neutral,0.0,No,neutral
I just love it 💯💥💥💥,"2022-04-14
20:21:16",-0.3182,negative,0.6,No,love
"Day 140 of me listening to Cold Heart everyday for 1 year as a tribute to my grandma'Today emoji 🌶","2022-04-14
19:47:56",0.6369,positive,0.8,Yes,neutral
The colors and aesthetics tho :D,"2022-04-14
19:23:03",0.6166,positive,1.0,No,confusion
First time here,"2022-04-14
19:19:10",0.25,positive,0.3333333333333333,No,neutral
Brazil👌,"2022-04-14
19:03:58",0.7297,positive,0.0,No,neutral
Why is nobody talking about the video- 💀,"2022-04-14
18:50:34",0.0,neutral,0.0,No,neutral
This video is so creepy to me,"2022-04-14
18:44:24",-0.5,negative,1.0,No,fear
"Essa música eu ouvi muito ano passado enquanto minha mãe estava doente com enfermidade na cabeça. Lembro-‘me o quanto eu fiquei mal e ouvia essa música por horas e horas pensando nela: 'Hoje ouço e tudo fica bem. 'Obrigado Elton e Dua , por esse remix, pela música que me faz voltar em um momento duro de minha vida que serviu muito como aprendizado e a seguir enfrente msm sendo doloroso demais e que tudo sempre vai ficar bem.","2022-04-14
18:42:50",0.0,neutral,0.0,Yes,neutral
Men im gonna be honest this doesn't feel like Elton John,"2022-04-14
18:16:54",0.2937,positive,0.9,No,curiosity
A very very good remix..,"2022-04-14
17:39:11",0.5379,positive,0.7800000000000001,No,admiration
"What a master piece, I get enough of this song 🤗🤗","2022-04-14
17:04:17",0.6808,positive,0.5,No,neutral
Ngl it fills me with so much frustration that they do the whole lead up to the words 'I'm a rocket man' and then just switch it up its like one of those things that needs to be finished I wish dua had done a whole rocket man cover too its like an itch I'm never gonna be able to scratch,"2022-04-14
16:30:46",0.5141,positive,0.40625,Yes,disappointment
This clip... I never seen somethin' worst :D ❄,"2022-04-14
14:25:17",0.8088,positive,1.0,No,anger
In work today 'This plays 'Come to look for it'Love it even if im late,"2022-04-14
14:21:47",0.3071,positive,0.6,No,curiosity
"Elton John tickets 🎟''https://youtu.be/iw5UMbXt4-M"">https://youtu.be/iw5UMbXt4-M'","2022-04-14
13:59:32",0.0,neutral,0.0,No,neutral
So soothing to the ears.💃💃💃💃,"2022-04-14
13:44:02",0.3804,positive,0.0,No,neutral
"I love this song, it's amazing! 😍","2022-04-14
12:47:30",0.906,positive,0.75,No,admiration
I keep coming back.,"2022-04-14
11:15:47",0.0,neutral,0.0,No,neutral
This music makes me cry,"2022-04-14
10:41:17",-0.4767,negative,0.0,No,neutral
"Love the song.  Just saw her on Jimmy Fallon.   Cute, fun music video  !","2022-04-14
07:55:59",0.8955,positive,0.6,Yes,curiosity
